street,city,country,longitude,latitude
"Ground flr, The Mall Khorat dept store,",Muang Nakhonratchasima,TH,102.08,14.98
Calz. De los Leones #145,Mexico City,MX,-99.2,19.36
天河区体育西路191号,广州市,CN,113.32,23.14
22 Tokyu Rokkenyacho,Kasugai,JP,136.98,35.26
朝阳区,北京市,CN,116.52,39.93
M1 Motorway Southbound,Sheffield,GB,-1.28,53.32
Paseo de las Palmas #1,Xalapa Enriquez,MX,-96.87,19.52
萧山区,杭州市,CN,120.25,30.18
1-18-17 Minamiikebukuro,Toshima-ku,JP,139.71,35.73
Stationsplein 11,Hilversum,NL,5.18,52.23
"C/ Comtal, 32",Barcelona,ES,2.17,41.39
13-2 Asahi Ogawa,Higashiura-cho,JP,136.97,34.98
Cuyracao Beach Boulevard,Willemstad,CW,-68.9,12.09
浦东新区启航路900号,上海市,CN,121.81,31.15
46030 Yale Rd,Chilliwack,CA,-121.95,49.17
180 Sonora Avenue,Mexico City,MX,-99.17,19.41
东城区,北京市,CN,116.43,39.92
1-2-30 Abenosuji Abeno-ku,Osaka,JP,135.51,34.65
الدوار السابع- محمد الجوينى- مقابل مستشفى فيلاديلفيا,عمان,JO,35.85,31.97
35 bd. Louis II,Monaco,MC,7.43,43.74
市河东区,三亚市,CN,109.52,18.22
"GF Ventures Bldg., Makati Avenue",Makati,PH,121.03,14.57
560-2 Okatsukoku,Atsugi,JP,139.32,35.42
Fredrik Bajers Vej 5,Aalborg,DK,9.99,57.02
ul. Widok 26,Warszawa,PL,21.01,52.23
Brunton Lane,Newcastle on Tyne,GB,-1.66,55.01
Via Jose Lopez Portillo No 105,Coacalco,MX,-99.1,19.64
"520-1, Shinseo-Dong, Dong-Gu",Daegu,KR,128.73,35.87
6056 - 47th Street,Leduc,CA,-113.55,53.27
Götgatan 40,Stockholm,SE,18.07,59.32
NA,NA,MY,110.36,1.53
九龙坡区,重庆市,CN,106.52,29.51
海淀区,北京市,CN,116.29,39.96
3-1-3 Kamimeguro,Meguro-ku,JP,139.7,35.65
1750 The Queensway,Etobicoke,CA,-79.56,43.61
771-3. Gojan-dong Danwon-gu,Gyeonggido,KR,126.55,37.21
54-66,서울,KR,126.9,37.51
"No. 10, Sec. 3, Bade Rd, Sungshan Chiu",Taipei City,TW,120.72,24.15
海淀区,北京市,CN,116.32,39.98
Schulstrasse 44,Zurich,CH,8.54,47.41
Gyeongandong 20-14,Gwangju,KR,127.26,37.41
1199-9,부산,KR,129.04,35.12
885 Dunsmuir Street,Vancouver,CA,-123.12,49.28
2-5-3 Chuo Aoba-ku,Sendai,JP,140.88,38.26
城中中路168号,金华市,CN,120.07,29.3
"C101,C201 Ramkhamhaeng Rd.,",Bangkok,TH,100.67,13.77
5200 Robinson Street,Niagara Falls,CA,-79.08,43.09
شارع عمر بن الخطاب,,EG,31.33,30.06
Av. Las begonias cdra. 5,Lima,PE,-77.03,-12.06
ul. Śliska 10,Warszawa,PL,21,52.23
Kohlmarkt 18,Braunschweig,DE,10.52,52.26
264 Miyahira,Haebaru-cho,JP,127.74,26.2
1 High Street,Belfast,GB,-5.93,54.6
南山区,深圳市,CN,113.93,22.51
白云区,广州市,CN,113.32,23.18
6-2-1 Ishikawa,Fujisawa,JP,139.45,35.39
万江区,东莞市,CN,113.73,23.04
"M1 Motorway, Junction 2/4",Kent,GB,-0.26,51.63
Av. Americo Vespucio Nº 3300,Santiago,CL,-70.58,-33.49
浙江省绍兴市,绍兴市,CN,120.64,30.1
420-1 Shimoyanagi,Kasukabe,JP,139.79,35.99
470 Belleville St,Victoria,CA,-123.37,48.42
6-1-11 Haramachida,Machida,JP,139.45,35.54
浦东新区,上海市,CN,121.59,31.35
"218-4 Guangming Road, Beitou Disrtict",Taipei City,TW,121.5,25.14
"87/2, Unit 102 1st Floor",Patumwan,TH,100.55,13.74
Off Linking Road,Mumbai,IN,72.83,19.07
人民东路61号香榭里广场1楼,成都市,CN,104.07,30.66
"799-4,Seoksa-dong",Chuncheonsi,KR,127.74,37.86
1010 금정빌딩 1층,대전,KR,127.38,36.35
3545 32 Ave NE,Calgary,CA,-113.98,51.08
青羊区,成都市,CN,103.96,30.68
고잔동 541,경기도,KR,126.84,37.32
5401 Boulevard des Galeries,Quebec City,CA,-71.3,46.83
Trafford Centre,Manchester,GB,-2.35,53.47
"Grd Flr, Tian Star, 48 Gulmohar Road",Mumbai,IN,72.83,19.11
21580 Ferdinand Bolstraat,Amsterdam,NL,4.89,52.36
"Carretera Cancun-Chetumal, Km 22",Cancun,MX,-86.87,21.04
杭州市江干区,杭州市,CN,120.19,30.29
Jebel Ali Gardens,Dubai,AE,55.12,25.04
"Unit K15 , Olympic Park, Montfichet Road",London,GB,-0.01,51.54
Jalan M H Thamrin No 2,Tangerang,ID,106.63,-6.2
海珠区新港西路82号,广州市,CN,113.3,23.09
2315 W 4th Ave,Vancouver,CA,-123.16,49.27
1-16-7 Minamitakada,Nagano,JP,138.22,36.64
31 - 33 Sun Street,London,GB,-0.08,51.52
黄浦区,上海市,CN,121.48,31.22
2-20 Kita7-jo Higashi 9-chome Higashi-ku,Sapporo,JP,141.37,43.07
金凤区,银川市,CN,106.25,38.49
City Tower,Manchester,GB,-2.24,53.48
莲岳路1号磐基中心,厦门市,CN,118.12,24.48
Rotenturmstrasse 22,Wien,AT,16.38,48.21
"91-16, Dongseongro 3-ga, Jung-gu",Daegu,KR,128.59,35.87
吴中区,苏州市,CN,120.52,31.28
13737 96 Avenue,Surrey,CA,-122.84,49.18
"1407-3, Pyeongni-dong",Daegu,KR,128.56,35.87
"Shops 308-310, 3/F.,",Hong Kong,CN,114.16,22.28
208 Union Street,Aberdeen,GB,-2.11,57.14
Skandinávská 13/145,Praha,CZ,14.3,50.05
"1303-16, Seocho-dong, Seocho-gu",Seoul,KR,127.13,37.31
Av. Central esq. Av. Primero de Mayo,Estado de México,MX,-99.02,19.58
55 Clyde St,Auckland,NZ,174.78,-36.88
福田区,深圳市,CN,114.06,22.57
1040 Kennedy Circle,Milton,CA,-79.84,43.51
"Al Ain Abu Dhabi Rd, Khalifa Bin Zayed",Al Ain,AE,55.65,24.19
77 Tottenham Court Road,London,GB,-0.13,51.52
工业园区月廊街8号,苏州市,CN,120.71,31.32
4-3 Kanda-surugadai,Chiyoda-ku,JP,139.76,35.7
No.268 Liancheng Rd.m Zhonghe dist,New Taipei City,TW,121.49,25
江干区天城路1号,杭州市,CN,120.21,30.29
Unit No. 6N505 at Terminal 1,Hong Kong,CN,113.93,22.32
朝阳区,北京市,CN,116.47,39.91
Ringmead,Bracknell,GB,-0.74,51.39
JL MH Thamrin No 1,Jakarta,ID,106.82,-6.2
市中区,济南市,CN,117,36.66
长宁区,上海市,CN,121.32,31.19
Jalan H R Rasuna Said No. 13,Jakarta,ID,106.83,-6.22
ETTLINGER-TOR-PLATZ 1,KARLSRUHE,DE,8.4,49.01
65 Dusk Drive,Brampton,CA,-79.77,43.66
Periferico Calos Pellicer Camara,Villahermosa,MX,-92.95,18.01
"13-8, Chungjangno 1-Ga, Dong-Gu",Gwangju,KR,126.92,35.15
12 Copthall Avenue,London,GB,-0.09,51.52
历称区,济南市,CN,117.21,36.85
160 Dundas St W,London,CA,-81.25,42.98
"199,199/1,199/2 1st Floor, Moo 6",Nontha Buri,TH,100.41,13.88
黄浦区,上海市,CN,121.48,31.23
Atakent Mah. Cicekli Vadi Cad. ArenaPark,Istanbul,TR,28.79,41.05
天河北路476号首层A号铺,广州市,CN,113.34,23.14
"Burj Dubai Boulevard, Sheikh Zayed Rd",Dubai,AE,55.28,25.2
"343-20,Bangnimdong",Gwangju,KR,126.92,35.14
Batallon de San Patricio #1000,San Pedro Garza Garcia,MX,-100.34,25.65
Jalan Setiabudi Selatan No. 7,Jakarta,ID,106.83,-6.21
Gran Via 30,Madrid,ES,-3.7,40.42
海淀区,北京市,CN,116.3,40.05
"KMCC Mall, Bldg 3336",Ramstein,DE,7.55,49.45
10 Lower Jarvis Street,Toronto,CA,-79.37,43.65
工业园区,苏州市,CN,120.78,31.31
sinjang dong,gyeonggi,KR,127.22,37.54
Zekeriyakoy Kasap Cayiri Mevkii,Istanbul,TR,38.69,37.44
Marina Mall,Abu Dhabi,AE,54.32,24.47
"Upper Ground Floor, Phoenix marketcity",Chennai,IN,80.22,12.99
6-2 Sunayamacho Naka-ku,Hamamatsu,JP,137.73,34.7
"Rua Joaquim Floriano, 466",Sao Paulo,BR,-46.68,-23.58
"Unit 3, Morfa Retail Park",Swansea,GB,-3.93,51.64
Petron South Travel Plaza,San Pedro,PH,121.04,14.35
200 Zhongbei Rd,Zhongli City,TW,121.26,24.96
Buyukdere St. Kanyon Mall,Istanbul,TR,29.01,41.08
"No. 450, Sec. 1, Zhonghua Rd",Zhongli City,TW,121.23,24.96
Avenide Eje 5 Norte 990,Mexico City,MX,-99.18,19.5
585 University Avenue,Toronto,CA,-79.39,43.66
Road Al ain Abu Dhabi Road number 22,Abu Dhabi,AE,54.57,24.35
3-12-3 Nishimoro,Kanuma,JP,139.77,36.55
石景山区,北京市,CN,116.17,39.92
Kifissias Avenue,Athens,GR,23.79,38.03
Serifali Mah. Husrev Sok. Umraniye,Istanbul,TR,29.14,41
200 Wellington Street West,Toronto,CA,-79.39,43.65
KOENIGSTRASSE 28,STUTTGART,DE,9.18,48.78
12840 96th Avenue,Surrey,CA,-122.87,49.18
浦东新区,上海市,CN,121.56,31.21
6301 Silver Dart Drive,Mississauga,CA,-79.61,43.68
الدائري السادس,مدينة الكويت,KW,47.94,29.34
湖里区,厦门市,CN,118.19,24.48
540 5th Street,Nanaimo,CA,-123.95,49.16
69-7 대영빌딩 1층,서울,KR,126.98,37.56
2-2-4 Nakaochiai Suma-ku,Kobe,JP,135.09,34.68
Jeronimo Salguero 2294,Buenos Aires,AR,-58.41,-34.58
江宁区,南京市,CN,118.82,31.95
南山路174号S1F-9商铺,奉化市,CN,121.41,29.67
Jalan Jend. Sudirman 99-101 Gondokusuman,YOGYAKARTA,ID,110.38,-7.78
شارع الفحيحيل، طريق 30,مدينة الكويت,KW,48.1,29.21
963-1 Inasatomachi-nakahigano,Nagano,JP,138.17,36.61
1-1-3 Enoki,Musashimurayama,JP,139.38,35.75
111 St NW & 51 Avenue NW,Edmonton,CA,-113.52,53.49
397 Avenue Miguel de Cervantes Saavedra,Mexico City,MX,-98.96,19.22
"Unit W2, G/F, One Bay East West Tower",Hong Kong,CN,114.21,22.32
"G/F, Wanchai Tower, 12 Harbour Road",Hong Kong,CN,114.17,22.28
710 Notajiri,Uenohara,JP,139.06,35.63
青浦区,上海市,CN,121.11,31.15
黄浦区,上海市,CN,121.48,31.23
上海市浦东新区,上海市,CN,121.53,31.23
丰台区,北京市,CN,116.3,39.88
395 Charest  East,Quebec,CA,-71.22,46.81
1-50-5 Oi,Shinagawa-ku,JP,139.73,35.61
Centre Commercial la Vache Noire,Arcueil,FR,2.33,48.81
"99 Soi Praram 9 Hospital, Rama IX road",Bangkok,TH,100.57,13.75
19-17 Manabeshinmachi,Tsuchiura,JP,140.21,36.09
Carr. Panamericana Km 18.5 S/N,Ciudad Juarez,MX,-106.44,31.64
天河区,广州市,CN,113.32,23.12
奉贤区,上海市,CN,121.48,30.92
Manchester Victoria Station,Manchester,GB,-2.24,53.49
3 Fleet Place,London,GB,-0.1,51.52
10 Totsukacho Totsuka-ku,Yokohama,JP,139.53,35.4
Jalan Fatmawati No. 15,Jakarta,ID,106.8,-6.27
5-7-21 Koshinshiratori Nishi-ku,Niigata,JP,139,37.88
南湖区,嘉兴市,CN,120.75,30.76
"Avenida Federico Soto 1,3",Alicante,ES,-0.49,38.34
Ward Street & Worley Place,Hamilton,NZ,175.28,-37.79
No. 1 Sec. 2 Xinyi Road,Taipei City,TW,121.52,25.04
مصيطبة-قرب السفارة الروسية,جناح,LB,35.49,33.87
2-34-10 Ebisu,Shibuya-ku,JP,139.72,35.65
3401 Dufferin St.,Toronto,CA,-79.46,43.72
昌邑区,吉林市,CN,126.57,43.85
1930 Fowler Drive,Mississauga,CA,-79.65,43.53
THOMAS-DEHLER-STRASSE 12,MUENCHEN,DE,11.65,48.1
Minami Chuo-ku,Sapporo,JP,141.33,43.06
中山路18号B1-130铺位,南京市,CN,118.79,32.04
1142 Yutani Kasa,Miki,JP,134.98,34.82
6455 Macleod Tr SW,Calgary,CA,-114.07,51
10080 Jasper Avenue,Edmonton,CA,-113.49,53.54
نهاية  شارع صاري,جدة,SA,39.11,21.57
uL. Pleszewska 1,Poznan,PL,16.95,52.4
1-20 Gofukucho Aoi-ku,Shizuoka,JP,138.38,34.98
"No.17, Siwei 3rd Rd, Lingya District",Kaohsiung City,TW,120.31,22.62
"104 Moo 5, Chaloemphrakiat Ro 9, Amphoe",Phuket,TH,98.37,7.9
Egipto #142 Col. Claveria,Mexico,MX,-99.18,19.46
100 Anderson Road SE,Calgary,CA,-114.06,50.95
思明区,厦门市,CN,118.08,24.45
"25-4, Joonagangdong-4ga",Busan,KR,129.04,35.1
45585 Luckakuk Way,Chilliwack,CA,-121.96,49.14
Bekasi Timur,Jakarta,ID,107.04,-6.27
"Waterloo East Station, Platform B/C",London,GB,-0.11,51.5
288 Portage Avenue,Winnipeg,CA,-97.14,49.89
Jl. Embong Malang No. 7-21,Surabaya,ID,112.74,-7.26
مركز الفنطاس,مدينة الكويت,KW,48.1,29.17
Carrefour Coll D En Rabassa Avd,Palm,ES,2.71,39.55
"45-21, Yeouido-dong, Yeongdeungpo-gu",Seoul,KR,126.93,37.52
9 Scotts Road,Singapore,SG,103.83,1.31
NEUE MAINZER STRASSE 66-68,FRANKFURT AM MAIN,DE,8.67,50.11
Kardelen Mah. Baskent Bulv. No: 224/H,Ankara,TR,32.72,39.97
"Av. das Nacoes Unidas, 12901",Sao Paulo,BR,-46.7,-23.61
工业园区,苏州市,CN,120.72,31.32
杭州市江干区,杭州市,CN,120.21,30.29
"919, Nohyeong-dong",Jeju,KR,126.28,33.29
经济技术开发区,杭州市,CN,120.33,30.3
201 Southridge Dr,Okotoks,CA,-113.97,50.71
75 Rene-Levesque West,Quebec,CA,-71.23,46.8
15/9 Rama2 Rd,Bangkok,TH,100.45,13.67
海昌南路365号,嘉兴市,CN,120.69,30.5
南岗区,哈尔滨,CN,126.7,45.76
天河区,广州市,CN,113.33,23.14
5-7-1 Shiba,Minato-ku,JP,134.98,34.82
"Road - 85, Block - 509",Manama,BH,50.58,26.22
101 Thomson Road,Singapore,SG,103.84,1.32
河西区,天津市,CN,117.24,39.1
6. Kisim Adnan Kahveci Bulv. Atakoy Plus,Istanbul,TR,28.85,40.98
16-41,서울,KR,127.05,37.59
87 Ave NW & 114 Street NW,Edmonton,CA,-113.52,53.52
221-223 Lord Street,Southport,GB,-3.01,53.65
政务区,合肥市,CN,117.23,31.8
Kerepesi út 9,Budapest,HU,19.09,47.5
4-3 대흥빌딩,서울,KR,127.04,37.48
"No 1, Jalan Imbi",Kuala Lumpur,MY,101.71,3.14
武昌区,武汉市,CN,114.34,30.56
Av. La Marina 2355 - Tda A2,Lima,PE,-77.08,-12.08
76 Nanyang Drive N2.1#01-06,Singapore,SG,103.68,1.35
政务区,合肥市,CN,117.23,31.81
五华区,昆明市,CN,102.71,25.04
"No. 15 Chung-shan Rd Sec 1, Banqiao Dist",New Taipei City,TW,121.48,25.02
طريق غزير- قرب غارلى مطران,غزير,LB,35.72,33.94
Stationsplein 5,Brugges,BE,3.19,51.27
福田区,深圳市,CN,114.08,22.54
Saar Area infront St Christopher School,Manama,BH,50.57,26.21
"No. 152, Sec. 1, Zhongshan Rd.",New Taipei City,TW,121.48,25.02
Unit 8&9 Birchley Green,Hertford,GB,-0.08,51.8
"8F, Shinsegae department, 149, dongburo,",daegu-si,KR,128.63,35.88
535-5,경상남도,KR,128.69,34.89
8100 No. 2 Road,Richmond,CA,-123.16,49.15
"8, Georgiou A.,",Lemesos,CY,33.09,34.7
451 de la Calle 7 Fraccionamie Altabrisa,Merida,MX,-89.58,21.02
7-1-19 Isogami-dori Chuo-ku,Kobe,JP,135.2,34.69
广阳区,廊坊市,CN,116.68,39.54
盛园巷17号,宁波市,CN,121.55,29.86
Capitol Boulevard,Leeds,GB,-1.59,53.73
东风东街泰华假日广场一层,潍坊市,CN,119.11,36.71
硚口区,武汉市,CN,114.17,30.62
"G 28, D PULZE Shopping Centre,",Cyberjaya,MY,101.65,2.92
"Jasmine City 2, Soi Prasarnmitr",Wattana,TH,100.56,13.74
"The MailBox, Wharside St. (1)",Birmingham,GB,-1.91,52.48
"Shop No.1A, G/F, AIA Hong Kong Tower",Quarry Bay,CN,114.21,22.29
"1F., No. 199, Wenqing Rd.",Taoyuan City,TW,121.39,25.04
"524-4, Sinjang-dong",Hanam-si,KR,127.22,37.54
"Plaza Gurney, Persiaran Gurney",Penang,MY,100.31,5.44
珠江中路199号,昆山市,CN,120.97,31.38
Dongseon-dong 2 134,Seoul,KR,127.02,37.59
330 Dundas Street East,Oakville,CA,-79.72,43.49
구미동 185-4 보명프라자1층,경기,KR,127.11,37.34
Boulevard Orono 786,Rosario,AR,-60.65,-32.94
464 충정타워 1층,서울,KR,126.96,37.56
西湖区,杭州市,CN,120.13,30.25
24 Market Street,Northampton,GB,-0.9,52.24
"No 9, Sec 1 Xuecheng Rd, Dashu Dist.",Kaohsiung City,TW,121.45,24.99
1100 De La Montagne,Montreal,CA,-73.57,45.5
Bolshaya Dmitrovka street 5/6,Moscow,RU,37.61,55.76
花都区,广州市,CN,113.3,23.39
9-1 Toishi Jobankamiyadamachi,Iwaki,JP,140.9,37.02
10 Collyer Quay,Singapore,SG,103.85,1.28
1144  Pembina Hwy,Winnipeg,CA,-97.15,49.85
5733 Victoria Ave,Niagara Falls,CA,-79.08,43.09
12/13 Queens Square,Crawley,GB,-0.19,51.12
嘉定区,上海市,CN,121.19,31.29
莲湖区,西安市,CN,108.95,34.26
"No.18, Linsen Rd.",Hsinchu City,TW,120.97,24.8
"1092-7, Danghadong  Seogu, Incheon",Incheon,KR,126.68,37.59
"Universidad de Lima, Av. Javier Prado",Lima,PE,-76.93,-12.04
3700 St. Jean,Dollard-des-ormeaux,CA,-73.84,45.47
1-3-1 Tsujidokandai,Fujisawa,JP,139.45,35.34
"M4 Motorway, Junction 14/15",Hungerford,GB,-1.56,51.48
"unit no. 131, 1st Floor, No. 319",Muang,TH,99.49,18.28
朝阳区,北京市,CN,116.49,39.91
"1273 London Road, Unit # 1",Sarnia,CA,-82.36,42.98
1212 Douglas St.,Victoria,CA,-123.37,48.43
252-254 Byres Road,Glasgow,GB,-4.29,55.88
Sor Juana Ines de la Cruz No. 280,Estado de Mexico,MX,-99.17,19.45
上海市徐汇区,上海市,CN,121.42,31.2
975 Boul Romeo Vachon 275 Nord,Dorval,CA,-73.75,45.46
"Cascaishopping, EN 9, loja 0 081",Cascais,PT,-9.44,38.71
Alparslan Mah. Bagimsiz Bolum Esref,Kayseri,TR,35.52,38.73
上海市浦东新区,上海市,CN,121.61,31.27
Dumlupinar Bulv. Next Level No:3 K:Zemin,Ankara,TR,32.81,39.91
"Yuanqu 2nd Rd,(Hsinchu Science Park)",Hsinchu City,TW,121.01,24.79
"149, Dongbu-ro, don-ggu,daegu-si",daegu-si,KR,128.63,35.88
2450 Latreille,Mont Tremblant,CA,-74.58,46.12
137 Victoria Street,London,GB,-0.14,51.5
BAHNHOFSPLATZ 3,WIESBADEN,DE,8.24,50.07
ARNULF-KLETT-PLATZ 2,STUTTGART,DE,9.18,48.78
3-24-24 Nishiki Naka-ku,Nagoya,JP,136.91,35.17
"Portion C of Jasons, Basement 2",Causeway Bay,CN,114.18,22.28
MacArthur Highway,Malolos,PH,120.82,14.85
Konya Manavgat Yolu 9543. Sok,Antalya,TR,31.44,36.78
青秀区,南宁市,CN,108.37,22.82
福田区,深圳市,CN,114.05,22.52
Kazim Dirik Mah. 372. Sok. Forum Bornova,Izmir,TR,27.21,38.45
M.L. Quezon corner P. Olivares Street,Antipolo,PH,121.18,14.59
Sekerhane Mah. Ataturk Cad. No: 7/B,Antalya,TR,32,36.54
Concourse A,Zaventem,BE,4.48,50.87
1981 Parkdale Ave. Unit D,Brockville,CA,-75.68,44.61
33 Heritage Meadows Way SE,Calgary,CA,-114.04,50.98
1502 E Hastings Street,Vancouver,CA,-123.07,49.28
"Av. Nueva Providencia 1341, Local 103",SANTIAGO,CL,-70.62,-33.43
شارع البلاجات,مدينة الكويت,KW,48.09,29.33
"Club Nexu5, Bangsar South",Kuala Lumpur,MY,101.68,3.13
Osman Gazi Cd No 3 Topcular Mahallesi,Istanbul,TR,28.92,41.04
Marina Village,Nassau,BS,-77.32,25.08
上海市浦东新区,上海市,CN,121.61,31.13
二七区,郑州市,CN,113.66,34.76
6568 Hastings Street,Burnaby,CA,-122.97,49.28
"Sec. 2, Daxing W. Road",Taoyuan City,TW,121.31,25.01
7-1-1 Ueno,Taito-ku,JP,139.78,35.71
江苏省扬州高邮市,高邮市,CN,119.46,32.79
"Nevsky 55, Sankt-Peterburg",Saint Petersburg,RU,30.35,59.93
Avendia Cabildo 4300,Buenos Aires,AR,-58.47,-34.54
3531 Garrison Gate Southwest,Calgary,CA,-114.11,51.02
"1/F, West Hall, Bank of China Tower",Hong Kong,CN,114.16,22.28
"265 Srisuriyawong Rd., Tambon Na Mueng",Ratchaburi,TH,99.81,13.53
6301 Silver Dart Dr,Mississauga,CA,-79.62,43.69
"Carretera Cancun-Chetumal, Km 22",Cancun,MX,-86.87,21.04
Einkaufszentrum Stachus-Passagen,MUENCHEN,DE,11.57,48.14
3300 Avenue Mexico,Guadalajara,MX,-103.4,20.68
"Av. Pastor Martin Luther King Jr, 126, L",Rio de Janeiro,BR,-43.27,-22.88
黄岛经济技术开发区,青岛市,CN,120.19,35.96
静安区,上海市,CN,121.46,31.23
1-5 Masago-tamashimadai,Ibaraki,JP,135.58,34.8
静安区,上海市,CN,121.45,31.23
"Av. Raimundo Pereira de Magalhaes, 1465",Sao Paulo,BR,-46.72,-23.51
2-4-5 Nihonbashihoncho,Chuo-ku,JP,139.78,35.69
6-9-4 Shinmachi,Ome,JP,139.32,35.79
南京路75号天津国际大厦一层,天津市,CN,117.21,39.12
Elias El Harawi Highway,Hazmieh,LB,35.51,33.89
"Shop 61B, Central Square",Menlyn,ZA,28.28,-25.79
Calzada del Valle 401,Monterrey,MX,-100.36,25.66
福田区,深圳市,CN,114.08,22.54
Al Khuwayr District,Muscat,OM,56.25,25.99
"Kevin Street Lower, Dublin 8",Dublin,IE,-6.27,53.34
"Unit 602, Avenue Square Garden, UN Ave.",Manila,PH,120.98,14.58
3-33-1 Minamiotsuka,Toshima-ku,JP,139.73,35.73
4-187-1 Takaramochi,Higashiosaka,JP,135.59,34.66
Av. Lazaro Cardenas No. 102,Xalapa,MX,-96.92,19.56
Atakoy 1. Mah. Atakoy Marina,Istanbul,TR,28.87,40.97
23 avenue Wagram,Paris,FR,2.3,48.88
1-61 Terashimahonchonishi,Tokushima,JP,134.55,34.07
"Kiosk 406K, Level 4, Ocean Centre",Kowloon,CN,114.17,22.3
4 King Street West,Toronto,CA,-79.38,43.65
高新区,宁波市,CN,121.62,29.89
"Av. Cordoba 1643, 2000 Rosario, Santa Fe",Santa Fe,AR,-60.7,-32.96
6A Vigo Street,London,GB,-0.14,51.51
230 Victoria Street #01-15 Seiyu Dept St,Singapore,SG,103.86,1.3
Calle Victor Maurtua 110,Lima,PE,-77.03,-12.06
1B1L 창원더시티세븐 지상1층 E1026,경상남도,KR,128.65,35.24
滨湖区,无锡市,CN,120.27,31.56
"Unit G19, G/F, Citygate, Tung Chung",Lantau Island,CN,113.94,22.29
双流国际机场,成都市,CN,103.95,30.58
浙江省金华市,金华市,CN,119.89,29.24
7-1-1 Motomiya,Morioka,JP,141.13,39.68
25 North Bridge Road,Singapore,SG,103.85,1.29
Av. Colon 608,Cordoba,AR,-64.19,-31.41
淳安县千岛湖镇阳光路89号,杭州市,CN,119.04,29.62
M.A. Roxas Hwy,Angeles City,PH,120.58,15.17
33 SengKang West Ave #01-15/16,Singapore,SG,103.88,1.39
天河区,广州市,CN,113.33,23.13
315/601-2,Yannawa,TH,100.54,13.7
Jalan Teknologi Malaysia,Kuala Lumpur,MY,101.69,03.05
AM HOF 3,COLOGNE,DE,6.96,50.94
"455-4, Cheonho dong, Gangdong-gu",Seoul,KR,127.13,37.54
"CC Las Rozas Village, Juan R. Jiménez 3.",Madrid,ES,-3.84,40.48
Estação do Rossio,Lisboa,PT,-9.14,38.71
Via Jose lopez Portillo,Coacalco,MX,-99.1,19.64
3211 Grant McConachie Way,Richmond,CA,-123.18,49.19
303-1 Motoyoshidacho,Mito,JP,140.47,36.36
8 Mammad Amin Rasulzade,Baku,AZ,48.9,39.95
1 Queen Street East,Toronto,CA,-79.38,43.65
2-102 Hamada Mihama-ku,Chiba,JP,140.03,35.66
Av. Insurgentes Sur No 1898 Local A,Mexico City,MX,-99.19,19.35
路桥区,台州市,CN,121.37,28.59
3 Nolu Bagimsiz Bolum Taksim Meydani,Istanbul,TR,28.99,41.04
3211 Grant McConnachie Way,Richmond,CA,-123.18,49.2
225 7th Avenue S,Calgary,CA,-114.07,51.05
"unit no. 141, 1st Floor",Muang,TH,99.3,9.11
"Av. Cel. Fernando Ferreira Leite, 1540",Ribeirao Preto,BR,-47.81,-21.21
"1055, State Tower Unit P1-12 and P1-13",Bangrak,TH,100.52,13.72
萧山区,杭州市,CN,120.44,30.24
3-28 Rinkuouraminami,Izumisano,JP,135.29,34.41
3122 Mt Lehman Rd.,Abbotsford,CA,-122.38,49.06
1341 Main Street West,Hamilton,CA,-79.92,43.26
333-10 Naganumacho Inage-ku,Chiba,JP,140.12,35.66
5-14-5 Hiroo,Shibuya-ku,JP,139.72,35.65
JL. Pluit Raya No 1,Jakarta Utara,ID,106.79,-6.13
Colliers Wood,London,GB,-0.18,51.41
1-1 Suemoridori Chikusa-ku,Nagoya,JP,136.95,35.17
674 Granville Str,Vancouver,CA,-123.12,49.28
61 London Road,Southampton,GB,-1.4,50.91
2000 Airport Rd,Calgary,CA,-114.01,51.13
2 Lombard Pl,Winnipeg,CA,-97.14,49.9
Centre Commercial,Lyon,FR,4.82,45.74
349 Preston Street,Ottawa,CA,-75.71,45.4
Nuernberger Strasse 7,Erlangen,DE,11,49.59
"444, B1 Room 7th Floor MBK Center",Patumwan,TH,100.53,13.74
Fiesta Strip North Reclamation Area,Cebu City,PH,123.92,10.31
5-10-2 Kanagusuku,Naha,JP,127.67,26.2
"296-2, Songlimdong, Donggu",Incheon,KR,126.39,37.29
"المنامة\ بو عاشيرة بالقرب من الجزيرة سوبر ماركت, ق: 332,طريق: 33",الزينج,BH,50.58,26.21
Bentinck Hotel,Nottingham,GB,-1.15,52.95
50  O'Connor Street,Ottawa,CA,-75.7,45.42
129-5 Goejedong,Busan,KR,129.08,35.2
成华区,成都市,CN,104.09,30.66
"Bukit Panjang Plaza, 1 Jelebu Road",Singapore,SG,103.76,1.38
Jl. Kejawen Putih Mutiara,Surabaya,ID,112.81,-7.28
卢湾区,上海市,CN,121.45,31.21
"Shop 3, Citibank Plaza,3 Garden Road",Hong Kong,CN,114.16,22.28
"Jalan Permai 2, Genting Permai Avenue",Genting Highlands,MY,101.77,3.39
6-2-1 Ueno,Taito-ku,JP,139.78,35.71
"909, Shinbong-Dong, Suji-Gu",Yongin,KR,127.08,37.32
江苏省无锡市,无锡市,CN,120.27,31.91
"LOT 5354, KG. PANDAN KUALA BELAIT",BRUNEI,BN,114.4,4.3
42 Imbiah Rd,Sentosa Island,SG,103.81,1.26
"146-1, Song-u 5-ri, Sohol-eup",Pocheon-si,KR,127.08,37.49
2-6-40 Tokoji Hakata-ku,Fukuoka,JP,130.44,33.58
